ContractScore,tenure,IsNewCustomer,InternetService_Fiber optic,Contract_Two year,PaymentMethod_Electronic check,PaymentRisk,StreamingTV_No internet service,OnlineBackup_No internet service,OnlineSecurity_No internet service,TechSupport_No internet service,DeviceProtection_No internet service,StreamingMovies_No internet service,InternetService_No,IsHighValue,TotalCharges,MonthlyCharges,PaperlessBilling,Contract_One year,OnlineSecurity_Yes,Churn
-0.8282068960390321,-1.2774445836787656,1,False,False,True,1,False,False,False,False,False,False,False,0,-0.9926105235902257,-1.1603229160349193,1,False,False,0
0.3712710329765761,0.06632741908223598,0,False,False,False,0,False,False,False,False,False,False,False,0,-0.17216470898960817,-0.2596289419448806,0,True,True,0
-0.8282068960390321,-1.2367242199587352,1,False,False,False,0,False,False,False,False,False,False,False,0,-0.9580659010627455,-0.3626603559551803,1,False,True,1
0.3712710329765761,0.5142514200025698,0,False,False,False,0,False,False,False,False,False,False,False,0,-0.1936723762720431,-0.7465354629935549,0,True,True,0
-0.8282068960390321,-1.2367242199587352,1,True,False,True,1,False,False,False,False,False,False,False,1,-0.9388744441030343,0.19736523310080326,1,False,False,1
-0.8282068960390321,-0.9924020376385531,0,True,False,True,1,False,False,False,False,False,False,False,1,-0.6437892489880273,1.1595456961969886,1,False,False,1
-0.8282068960390321,-0.4223169455581282,0,True,False,False,0,False,False,False,False,False,False,False,1,-0.14573785216462656,0.8089065291619363,1,False,False,0
-0.8282068960390321,-0.9109613101984924,0,False,False,False,0,False,False,False,False,False,False,False,0,-0.8725867105812734,-1.1636465100352518,0,False,True,0
-0.8282068960390321,-0.1779947632379461,0,True,False,True,1,False,False,False,False,False,False,False,1,0.33808539553347106,1.330710787214099,1,False,False,1
0.3712710329765761,1.2064976032430856,0,False,False,False,0,False,False,False,False,False,False,False,0,0.5330441272690194,-0.28621769394753876,0,True,True,0
-0.8282068960390321,-0.7888002190384014,0,False,False,False,0,False,False,False,False,False,False,False,0,-0.7466069281710316,-0.4922805219681379,1,False,True,0
1.5707489619921842,-0.6666391278783103,0,False,True,False,0,True,True,True,True,True,True,True,0,-0.8616012559077836,-1.5225946620711341,0,False,False,0
0.3712710329765761,1.0436161483629645,0,True,False,False,0,False,False,False,False,False,False,False,1,1.5006244452274227,1.182810854199314,0,True,False,0
-0.8282068960390321,0.6771328748826912,0,True,False,False,0,False,False,False,False,False,False,False,1,1.2161496993050833,1.2941512532104444,1,False,False,1
-0.8282068960390321,-0.30015585439803716,0,True,False,True,1,False,False,False,False,False,False,False,1,0.17925954483241316,1.3539759452164248,1,False,True,0
1.5707489619921842,1.4915401492832983,0,True,True,False,0,False,False,False,False,False,False,False,1,2.4774254861848592,1.611554480242174,0,False,True,0
0.3712710329765761,0.7992939660427822,0,False,False,False,0,True,True,True,True,True,True,True,0,-0.5544717671146129,-1.4660935640654862,0,True,False,0
1.5707489619921842,1.5729808767233588,0,True,True,False,0,False,False,False,False,False,False,False,1,2.251142767227713,1.393859073220412,0,False,True,0
-0.8282068960390321,-0.9109613101984924,0,False,False,False,0,False,False,False,False,False,False,False,0,-0.7726808386611219,-0.31779183695069496,0,False,False,1
-0.8282068960390321,-0.46303730927815856,0,True,False,True,1,False,False,False,False,False,False,False,1,-0.18390017462474187,0.8404806721650927,1,False,False,0
